cyrillic,meaning
ғаθ,"маленький, несовершеннолетний"
ғаθин,запачканный испражнениями
ғазаби,"гневный, яростный"
ғазаби,"проворный, ловкий; хитрый"
ғайратдор,"энергичный, старательный"
ғайримку̊н,невозможный
ғайриқаноат,неудовлетворительный; плохой
ғайриқаноатбахш,неудовлетворительный; плохой
ғалат,"ошибочный, неправильный"
ғани,"богатый, зажиточный, состоятельный"
ғарби,западный
ғарӣбгу̊р,"скитающийся, бесприютный"
ғарғарā,"бурлящий, бурливый"
ғāмдор,"траурный, горестный"
ғāмзадā,"траурный, устраивающий траур"
ғāрин,испачканный навозом
ғāровā,"грязный, мутный (о воде)"
ғāфц-аwоз,басистый (о человеке)
ғāфц-оwоз,басистый (о человеке)
ғāфцаки,густой
ғāфцаки,"очень толстый, плотный, полный"
ғāфцакӣҷ,густой
ғāфцакӣҷ,"очень толстый, плотный, полный"
ғāфц-мāк,толстощекий
ғāфц-нêӡ,толстоносый
ғāфц-шāнд,толстогубый
ғер,"чужой, незнакомый"
ғайрā,"незнакомые, чужие"
ғайрā,"чужие, посторонние"
ғейрā,"незнакомые, чужие"
ғейрā,"чужие, посторонние"
ғерā,"незнакомые, чужие"
ғерā,"чужие, посторонние"
ғех̌дор,имеющий дерн; запасшийся торфом
ғех̌дор,"содержащий дерн; содержащий торф, торфяной"
ғех̌ин,"из дерна; из торфа, торфяной"
ғêвдор,имеющий рот; с отверстием; с проемом; здание с проемом ғевдор мāлā (вместо двери)
ғидорā,"выпуклый; выпученный; сильно открытый, вытаращенный (о глазах)"
ғудорā,"выпуклый; выпученный; сильно открытый, вытаращенный (о глазах)"
ғиθцин,"боярышниковый, сделанный из боярышника"
ғимêқ,"прочный, крепкий, устойчивый"
ғинцак,"запутанный, спутанный (о нитке)"
ғӣнцак,"запутанный, спутанный (о нитке)"
ғиравҷā,"совершенно разломанный, разбитый"
ғирафч,коротковолокнистый (о шерсти)
ғирêқ,"крепкий, устойчивый, сильный, прочный (прям. и перен.)"
ғирêқ,"наполненный, переполненный; набитый битком; обильный"
ғиɣ̌арак,"бугристый, неровный, с комками"
ғиɣ̌āр,"бугристый, с комками"
ғиɣ̌ӣрдор,"с зобом, зобатый"
ғиɣ̌ӣрин,зобатый
ғобов,"мутный, илистый"
ғорҷи,люцерновый
ғиборадах,пыльный
ғуборадах,пыльный
ғиборин,"пыльный, запыленный"
ғуборин,"пыльный, запыленный"
ғула-бу̊н,"бородатый, с большой бородой"
ғулайаки,"болышущий, громадный"
ғулайакӣҷ,"болышущий, громадный"
ғуланак,"большой, крупный, громадный"
ғула-ӡем,большеглазый
ғурδор,"алчный, жадный, ненасытный"
ғурɣ̌āн,"ворчливый, злой; лающий, рычащий"
ғӯнҷдор,"имеющий волосы, с волосами; волосатый"
ғунҷин,волосатый; пышноволосый
ғу̊зин,ореховый; из орехового дерева
ғу̊рāк,"незрелый, неспелый, зеленый"
ғаwдор,"с ухом, с ушами"
ғу̊wдор,"с ухом, с ушами"
ғу̊ɣ̌дор,"с ухом, с ушами"
ғу̊w-х̌ичух̌ч,"корноухий, с отрезанными ушами"
ғу̊ɣ̌-х̌ичух̌ч,"корноухий, с отрезанными ушами"
ɣ̌аласт,"сверкающий, яркий"
ɣ̌индор,"женатый, семейный"
ɣ̌инӡелак,"вязкий, липкий"
қабę,"безобразный, мерзкий, подлый"
қаби,"безобразный, мерзкий, подлый"
қабаот,"ловкий, проворный, расторопный; способный, умелый"
қабот,"ловкий, проворный, расторопный; способный, умелый"
қаwи,"близкий, недалекий"
қаwмин,"родственный, из родственников"
қу̊wмин,"родственный, из родственников"
қадбаланд,"высокий, высокого роста, рослый"
қадбиланд,"высокий, высокого роста, рослый"
қадӣмā,"старинный, давний"
қадӣмну̊нҷ,"древний, старинный; старый"
қадӣмнӣнҷ,"древний, старинный; старый"
қадӣмӣнҷ,"древний, старинный; старый"
қидӣму̊нч,"древний, старинный; старый"
қадӣт,"старый, выдержанный (о мясе, масле)"
қадӣти,откормленный на убой
қазоқи,казахский
қайсар,"упрямый, непослушный"
қайт,"завистливый; ревнивый; вредный, зловредный, злопамятный; злорадный, ехидный"
қаландар,"обезумевший, одержимый; безумно влюбленный"
қалб,нечестный; зловредный
қандин,"с сахаром, испачканный сахаром, в сахаре, из-под сахара"
қарапāш,"недоброкачественный, плохо сделанный, некачественный"
қари,сердитый; поссорившийся
қарор,"спокойный, уравновешенный; тихий, молчаливый; безмолвный, молчащий"
қашқā,с белой отметиной на лбу (о лошади)
қāбар-чу̊ви,проклятый; ненужный
қāт,"алчный, жадный"
қизиқ,интересный; забавный
қилаwлаw,жидкий
қилеwлеw,жидкий
камбӣх̌ц,густой; наполненный чем-л. (о жидкости)
қимбӣх̌ц,густой; наполненный чем-л. (о жидкости)
қамӣр,с белым пятном на брюхе (о рогатом скоте)
қимӣр,с белым пятном на брюхе (о рогатом скоте)
қамāр,с белым пятном на брюхе (о рогатом скоте)
қамӣр-ҷуw,"с белым пятном на брюхе, пятнистый (о рогатом скоте)"
қимӣр-чӯɣ̌,"с белым пятном на брюхе, пятнистый (о рогатом скоте)"
қамāр-ҷāw,"с белым пятном на брюхе, пятнистый (о рогатом скоте)"
қамāр-ҷāɣ̌,"с белым пятном на брюхе, пятнистый (о рогатом скоте)"
қирап,"плотный, прочный (закрытый)"
қирθипик,"толстый, крепкий, упитанный, коренастый"
қарор-бало,"скрытный; хитрый, себе на уме"
қарорик,"спокойненький, тихонький"
қарғӣзи,киргизский
қирғизи,киргизский
қарқ,"очень грязный, грязный-прегрязный"
қарқ,"чистокровный, настоящий"
касал,больной
каш,"горячий, жаркий"
кут,короткий
кат,короткий
катаҷу̊н,"высокомерный, надменный, спесивый"
каттаҷу̊н,"высокомерный, надменный, спесивый"
калтанак,"большой, большущий, громадный"
катанак,"большой, большущий, громадный"
каwок,"полый, пустой внутри"
кахойи,женский
калтā,"большой, великий; крупный; взрослый"
катā,"большой, великий; крупный; взрослый"
каттā,"большой, великий; крупный; взрослый"
кинорā,крайний
кӣл,"лысый, плешивый"
ку̊нā,"старый, прежний, бывший"
кӣнā,"старый, прежний, бывший"
кулли,"весь, целиком, целый"
кумайт,гнедой
кур,"карнаухий, мелкоухий, с мелкими неразвитыми ушами"
кар,"карнаухий, мелкоухий, с мелкими неразвитыми ушами"
курц,"глубокий, углубленный"
карц,"глубокий, углубленный"
кӯз,"сгорбленный, дряхлый"
ку̊р,слепой
ку̊р-ат кāр,"ослепший от тоски, с иссохшими глазами"
ку̊рнамак,неблагодарный
лāлми,"неполивной, относящийся к неполивным полям"
лелгов,"мутный, непрозрачный (о жидкостях)"
лишм,"гладкое, скользкое место (для человека недоступное)"
лишм,скользкий
лолā,"красный, раскаленный докрасна"
лоқ,"худой, тощий"
лосипӯр,"бестолковый, неумелый, неспособный"
лошā,"худой, тощий, изнуренный"
луч,голый
лу̊вӣҷ,говорящий
мāлум,известный
мāлум,известный
маɣ̌ȥу̊нҷ,голодный
маɣ̌ȥенȥ,голодный
маҷбӯри,"принудительный, обязательный"
мансабдор,должностной
маст,"пьяный, опьяненный, хмельной"
машҳӯр,"известный, знаменитый, популярный"
махшу̊л,"занятый, увлеченный"
мах̌ин,"гороховый, бобовый"
майдā,мелкий
мāкам,"крепкий, прочный, плотный, запертый"
мāлумдор,"знаменитый, известный, общеизвестный"
мāқӯл,"правильный, приемлемый"
мāрӯм,"лишенный, недопускаемый, исключенный"
мему̊ндӯст,гостеприимный
метри,метрический
меθин,"днем, дневной"
меθинӣнҷ,дневной
мêнатках̌,трудящийся
мêрабу̊н,милостивый
мêтоҷ,"нуждающийся, лишенный"
миδенҷ,средний
милойим,"тихий, мягкий, спокойный"
миннадор,"обязанный, признательный, благодарный"
миннатдор,"обязанный, признательный, благодарный"
минеч,"овечий, бараний"
мисин,медный
мофā,"усталый, утомленный"
мот,усталый
муборак,благословенный
мудиллā,"настойчивый, упрямый"
мукамал,"совершенный, исчерпывающий"
мулки,районный
муwофиқ,"соответствующий, сообразный, подходящий, годный, соразмерный"
мухтор,"автономный, полномочный"
мух̌кил,трудный
муйим,"важный, значительный"
му̊нинд,"похожий, схожий, подобный"
му̊рах̌ин,изобилующий паразитами
намакин,"соленый, соляной"
намā,"неполный, ненаполненный"
наw,новый
наздӣк,близкий
нāмбдор,"мокрый, сырой, влажный"
нāмдор,"мокрый, сырой, влажный"
нāрм,"мягкий, нежный"
нек,"добрый, благой"
некбахт,счастливый
ниδембӣҷ,"вязкий, липнущий"
нимойу̊н,"заметный, видный, выдающийся, выделяющийся"
них̌êб,"наклонный, покатый"
них̌у̊ндор,"с заметкой, с отметкой, меченый"
нӣмāлак,"недоделанный, неготовый, неразжеванный; ни то ни се"
но-атибор,"ненадежный, не достойный уважения, неавторитетный"
нобакор,"ненужный, никчемный, бесполезный"
нобоwар,"ненадежный, не достойный доверия"
но-чӣд,несделанный (недоделанный)
ночоқ,"не вполне здоровый, нехорошо себя чувствующий; в дурном настроении"
нодаркор,"ненужный, непригодный, никчемный"
ноду̊н,"незнающий, невежественный"
нодӣдā,"неопытный, не повидавший, не видавший"
но-фирӣпт,"незрелый, несозревший"
ноинсоф,"несправедливый, недобросовестный, бессовестный"
ноҷур,"больной, нездоровый; расстроенный (о музыкальн. инструменте)"
номāқӯл,"неправильный, неприемлемый"
номуwофиқ,"неподходящий, несоответствующий, несообразный, несоразмерный"
номӯсдор,"самолюбивый, с гонором, спесивый, тщеславный"
номӯси,"самолюбивый, с гонором, спесивый, тщеславный"
но-нимойу̊н,"незаметный, невидимый, невидный"
но-пêхт,"сырой, незрелый, непропеченный"
нопилох,"неумелый, бестолковый, неспособный"
нопилохт,"неумелый, бестолковый, неспособный"
нопок,грязный (в отвлеченном смысле)
но-қобил,"неловкий, неумелый"
нораwо,"неприличный, неподобающий, недопустимый"
норози,"недовольный, несогласный"
норозӣ,"недовольный, несогласный"
ношин,"абрикосовый, из абрикосового дерева"
но-тêх̌т,"небритый, неотесанный"
но-wӣнч,"неопытный, несведущий, не повидавший, не видавший"
нохуш,"нездоровый, больной"
но-х̌иноwāр,не умеющий плавать
нозук,"тонкий, деликатный, нежный"
нуодā,"назначенный, установленный"
нуҳодā,"назначенный, установленный"
нуқраги,серебряный
нуқра-чопкан,выложенный серебром (о конском уборе и поясах)
нӯру̊ни,"просветленный, лучезарный; величавый"
ну̊бāтчи,"очередной, дежурный"
обрӯйдор,"почтенный, достойный, уважаемый, порядочный, совестливый"
оҷиз,"дряхлый, немощный"
ору̊м,"спокойный, безмятежный"
ошиқ,влюбленный
от,"видимый, видный, заметный"
оwоздор,"голосистый, с хорошим голосом, сладкозвучный"
охир,последний
охиру̊н,"последний, заключительный"
охирӣн,"последний, заключительный"
wоймадор,"одержимый, бесноватый, припадочный"
оймадор,"одержимый, бесноватый, припадочный"
озир,"теперешний, настоящий, нынешний, современный, сейчас, только что"
озод,свободный
озодā,"опрятный, благородный, приятной наружности, располагающий к себе"
пакар,"ошалевший, одурелый, обалдевший"
палтани,"военный, воинский"
пано,"скрытый, невидимый"
парδадор,"скромный, сдержанный, порядочный"
пāм,"широкий, просторный; низкий (о голосе)"
пāс,"низкий, низменный"
пāст,"низкий, низменный"
пеδо,"очевидный, явный"
пех̌,"прежний, былой"
пех̌раw,передовой
пину̊н,"тайный, скрытый"
пиргӯй,"болтливый, многословный"
пургӯй,"болтливый, многословный"
пироненҷ,передний
пирӯшчин,рваный
пийоδā,пеший
пӣнҷин,"просяной, из проса"
пӣраки,"очень старый, престарелый"
по-бирāнā,"босоногий, босиком"
поцбемор,беременная
поцдор,"очередной, на ком очередь"
поδи,"парный, под пару"
поδвийоҷ,"босой, босиком"
поɣ̌ȥā,"чистый, опрятный"
покӣȥā,"чистый, опрятный"
покӣзā,"чистый, опрятный"
чӯрδ,кривой
чӯɣ̌,пестрый
чāɣ̌,пестрый
дар-қāр,"в гневе, гневный"
даркор,"нужный, необходимый"
дароз,"длинный, долгий"
дарозаки,"длиннющий, предлинный"
дāрδдор,болезненный
дастаки,ручной
даwанд,"быстроходный, скакун"
даwлати,государственный
дах̌т,"ровный, гладкий, широкий, просторный (= amwōr)"
деwоли,стенной
деwу̊нā,"обезумевший, одержимый, юродивый"
дӣдā,"видевший, опытный, бывалый"
дига-йор,"другие, прочие"
дига,другой
дигар,другой
дилер,"смелый, отважный, храбрый"
дилоwар,"смелый, храбрый, отважный"
дируст,"правильный, справедливый"
дуруст,"правильный, справедливый"
дирух̌т,"грубый, шершавый, шероховатый, жесткий"
друх̌т,"грубый, шершавый, шероховатый, жесткий"
дирӯғ,"ложный, неверный"
ду-барфā,"двухгодовалый, двухлетний"
думболапур,"магазинный, автоматический, многозарядный"
ду̊ндик,"маленький, вот такой маленький"
ду̊ндоз,вот такой (по величине)
ду̊них̌манд,"образованный, ученый"
ду̊нишманд,"образованный, ученый"
дӯр,далекий
дӯрбӣн,"дальнозоркий, зоркий"
дух̌мани,враждебный
фāндор,"умелый, искусный; хитроумный"
фаол,"активный, деятельный"
фаранги,европейский
фарби,"жирный, тучный, откормленный"
фарбийаки,"толстый, тучный, дородный"
фирох,"просторный, широкий"
фирохаки,"широченный, очень просторный"
фирқаwи,партийный
фиштӣр,младший
фиштāр,младший
фойдадор,"выгодный, прибыльный"
фойдадор,полезный
фойданок,"выгодный, прибыльный"
фойданок,полезный
гадо,"нищий, бедный"
гандā,"дурной, плохой, гадкий, скверный"
ганда-бу̊й,вонючий
ганда-фêл,"норовистый, злонравный, зловредный"
гарм,"теплый, жаркий, горячий"
гарм-рӯй,"скромный, кроткий, невзыскательный, обходительный, смирный"
гилгӯн,яркий
гулдӯзи,вышитый
гулнêх,"белолобый, с отметиной во лбу (о крупном рогатом скоте)"
гулнāх,"белолобый, с отметиной во лбу (о крупном рогатом скоте)"
гунд,"непонятливый, грубый"
гунд,тупой (о предметах)
ганд,"непонятливый, грубый"
ганд,тупой (о предметах)
гух̌нā,голодный
калу̊н,большой
калу̊н-хер,"высокомерный, надменный, спесивый, чванный, своенравный"
калхози,колхозный
кам-зāрā,"трусливый, малодушный"
гулакин-бӣц,"с лицом, изрытым оспой, рябой"
карбāш,"с лицом, изрытым оспой, с оспинами на лице, рябой"
ғāмдор,"печальный, горестный, траурный"
ғамгӣн,"печальный, горестный"
ғажд,грязный
иқтисоди,экономический
ақилā,"трудно, сложно"
ақилā,"трудный, сложный"
ақлā,"трудно, сложно"
ақлā,"трудный, сложный"
қалā,"трудно, сложно"
қалā,"трудный, сложный"
қелā,"трудно, сложно"
қелā,"трудный, сложный"
цуқ,"торчащий, прямой; вертикальный, отвесный"
цақ,"торчащий, прямой; вертикальный, отвесный"
зиқ,"печальный, грустный; скучный"
ғāфц,грубый (о голосе)
ғāфц,"густой, плотный; жирный"
ғāфц,"полный, тучный"
ғāфц,толстый
пок,чистый
порси,"персидский, по-персидски"
пуп,"кустарниковый, кустообразный"
рар,"кустарниковый, кустообразный"
пур,полный
пухтā,"опытный, степенный, рассудительный"
пух̌тайи,"степной, дикорастущий"
пух̌т-хāм,"сгорбленный, дряхлый"
пӯлдор,"имеющий деньги, богатый"
пу̊стин,"кожаный, меховой"
қадӣм,"старый, древний"
қадӣмā,"давний, старинный"
қарӣб-āwол,близкий
қарор,"спокойный, устойчивый, стойкий, неподвижный"
қарқ,грязный
қайт,"завистливый, ревнивнивый, зложелательный, зловредный"
қāт,"алчный, жадный"
қимат,"дорогой, ценный"
қиммат,"дорогой, ценный"
қисир,"яловая, нетельная"
қисӯрдор,"неизлечимо больной, имеющий внутреннее повреждение, порок"
қизиқ,"увлеченный, захваченный, поглощенный"
қӣн,"трудный, тягостный, удрученный, опечаленный, скучный"
қӣнов,соленый
қобил,"дельный, толковый, способный, понятливый, восприимчивый, прилежный, старательный"
қоқ,сухой
қойӣл,"сообразный, соразмерный"
қоӣл,"сообразный, соразмерный"
рабу̊ни,"господень, божеский"
рабу̊нӣ,"господень, божеский"
рафӣқинги,дружеский
расми,"привычный, обычный"
раwо,"приличный, подобающий, надлежащий, дозволенный, принятый, допустимый"
парвор,откормленный (о животном)
пирвор,откормленный (о животном)
рāмаҷин,"жалкий, внушающий жалость"
рāно,"миловидный, изящный"
рāх,"онемелый, затекший"
рехтā,пролитый
резā,"мелкий, искрошенный"
рêхц,"грубый, жесткий (о венике, траве, соломе и т. д.)"
рêхцак,"грубый, жесткий (о венике, траве, соломе и т. д.)"
ризо,"довольный, согласный"
рост,"прямой, правильный, правый, истинный, верный, справедливый"
ростгӯй,правдивый
рози,"довольный, согласный"
розӣ,"довольный, согласный"
рух,светлый
рӯрв,светло-рыжий (о крупном рогатом скоте)
рорв,светло-рыжий (о крупном рогатом скоте)
рӯшт,красный
рошт,красный
сабук,легкий (по весу)
сафед,белый
саноати,"промышленный, индустриальный"
сард,холодный
сар-ȥулди,самый маленький
сарлук,"целый, полный (о времени, сроке)"
сар-охиру̊н,самый последний
сар-тӣр,верхний
сар-зибо,"задний, самый последний"
сатридор,"скромный, порядочный, благонравный"
сахрā,упрямый
сāн,ровный
сāров,"ровный, гладкий"
сāвȥ,зеленый
сāй,"старательный, заботливый, прилежный"
се-барфā,"трехлетний, трехгодовалый"
сер,"сытый, пресыщенный; изобильный"
серх̌ац,"многоводный, полноводный"
серзāрā,"храбрый, отважный, смелый"
"сāт,сеат",здоровый
саҳат,здоровый
се-ат,здоровый
сиат,здоровый
сиҳат,здоровый
сиктā,"несоразмерный, неподходящий, неправильный, негладкий (о стихе, фразе)"
сипе-δум,белохвостый (о крупном рогатом скоте)
сипойи,"ловкий, оборотистый"
ситид,густой (о жидкостях)
ситир,нестельная
ситиробкор,"поспешный, торопливый"
сийо,черный
социалӣсти,социалистический
соδā,"простой, наивный, простодушный"
солу̊нā,"годовой, годичный"
соз,"удобный, подходящий; ладный, хороший"
суман,"караковый, соловый"
суп-сийо,"черный-пречерный, очень черный"
чуп-сийо,"черный-пречерный, очень черный"
суст,"слабый, немощный, бессильный, непрочный"
суст-ҷу̊н,"хилый, тщедушный"
сӯхтā,"подгорелый, пригорелый, сожженный"
шафтал,"ленивый, никчемный, неспособный"
шакки,"плохой, дурной, некрасивый"
шамолдор,ветреный
шамоли,северный
шарқи,восточный
шербачā,"подобный льву, отважный, храбрый"
шикошуми,ишкашимский
шилак,голый
шилақ,"беспечный, небрежный"
шилиг,"обмякший, обвисший, обессиленный"
шипӣк,"плоский, низкий"
шипāк,"плоский, низкий"
шитêқ,"плоский, низкий с широким отверстием (о сосудах)"
шитêқ,разинутый
шито,холодный
шитқари,"неприятный, надоевший, нежеланный"
шӣл,"сухорукий, со сломанной, с пораненной рукой"
шāл,"сухорукий, со сломанной, с пораненной рукой"
шӣргāрм,теплый (о жидкостях)
шӣрӣн,сладкий
шов,"спокойный, выносливый, терпеливый"
шут,"хромой, со сломанной ногой"
шат,"хромой, со сломанной ногой"
шӯδин,"колючий, из колючек"
шӯройи,советский
таговӣн,нижний
таговнêнҷ,нижний
тамбāл,ленивый
танбāл,ленивый
тандируст,здоровый
тандуруст,здоровый
танук,тонкий
пайдо,"возникший, появившийся, видимый"
пеδо,"возникший, появившийся, видимый"
тāнг,"узкий, тесный"
тāпс,"расторопный, проворный, искусный, бойкий, ловкий"
тāпц,"расторопный, проворный, искусный, бойкий, ловкий"
тāйӣн,"достоверный, несомненный, доподлинный, определенный"
тез,"быстрый, стремительный"
тез,"острый, пронзительный, проницательный"
тез-ақли,"сообразительный, сметливый, понятливый"
тез-фāм,"сообразительный, сметливый, понятливый"
тêр,черный
тêр-пӯх̌,"одетый в черное, в траур"
тифоқ,"дружный, согласный, единодушный"
тикā,рваный
тиллойи,золотой
тиллойин,золотой
тинҷ,"спокойный, безмятежный, благополучный"
тирак,"молодой, свежий, новый"
тирух̌рӯй,"грубый, суровый, хмурый"
тӣпур,заряженный
тӣрпур,заряженный
тӣр,верхний
тӣрӣн,верхний
тӣрненҷ,верхний
тобӣн,"подвластный, подчиненный, покорный, послушный, подданный"
тоҷики,"таджикский, по-таджикски"
тоҷин,"из прутьев, прутяной"
тоқā,"один единственный, одинокий"
торик,темный
торӣхи,исторический
тозā,чистый
туғри,"исправный, прямой, честный"
тунд,"вспыльчивый, запальчивый, горячий"
тунд,резкий
тунд,стремительный
турк,"турецкий, тюркский"
турки,"турецкий, тюркский"
тух̌нā,жаждущий
тух̌п,кислый
тах̌п,кислый
убол,"убогий, несчастный"
пиро,передний
пиро,прежний
пирод,передний
пирод,прежний
укми,"принудительный, обязательный"
умеδwор,надеющийся
умӯми,"общий, всеобщий"
унардор,талантливый
унарманд,"талантливый, способный, искусный"
урматдор,"почтительный; почтенный, уважаемый"
ухмāнд,"обученный, научившийся"
ухумāнд,"обученный, научившийся"
ух̌йор,"разумный, сообразительный, толковый, понятливый, смышленый"
wузбак,узбекский
узбак,узбекский
wузбаки,узбекский
узбаки,узбекский
у̊м,"необразованный, некультурный, непросвещенный, деревенщина, серый"
ваҷ,"наружная, внешняя часть, наружный, внешний"
вегайӣнҷ,вчерашний
вирех̌уми,шелковый
вирех̌умин,шелковый
виродинги,братский
визнеч,"козий, козлиный"
вӣндӣҷ,завязывающий
во,вторичное
вӯɣ̌ȥ,длинный
воɣ̌ȥ,длинный
ву̊р,бурый; цвета верблюжьей шерсти
wарам,"опухший, вздутый, распухший"
wарванд,"кипящий, нестерпимо горячий"
wазмин,тяжелый
wāғӣҷ,плаксивый
wāмдор,"одержимый, бесноватый"
wāнин,ивовый
wāши,дикий
wеру̊н,"разрушенный, испорченный"
wизенчоз,знающий
wу̊нин,"шерстяной, приготовленный из шерсти"
хабардор,"осведомленный, извещенный"
хабӣсā,"неприглядный, непригодный, недостойный"
хафā,"грустный, печальный, огорченный, обиженный, сердитый"
хаҷолат,"смущенный, пристыженный"
хаҷолат-рӯй,"смущенный, пристыженный"
халос,"свободный, освободившийся, освобожденный"
ханду̊нрӯй,"имеющий веселое лицо, веселый вид"
ханду̊нрӯй,смешливый
ханêх̌,белоголовый (о рогатом скоте)
ханāх̌,белоголовый (о рогатом скоте)
ханук-рӯй,"наглый, нахальный, бесстыжий"
хароб,"разрушенный, разодранный, испорченный"
хароб,"худой, тощий, изнуренный"
харобā,"худой, тощий, исхудалый"
хах̌,"жесткий, суровый, трудный"
хах̌,сильный
хах̌,"твердый, крепкий, прочный"
хах̌аки,"очень твердый, очень жесткий"
хазу̊ни,озимый
хазу̊ни,осенний
хāмб-δоδҷ,изогнутый
хеδин,грязный
хидӣр,"старший, большой"
хидāр,"старший, большой"
хисменȥ,"помолвленная, сговоренная"
хист,"мокрый, влажный, сырой, сочный"
хистиҷин,"сырой, мокрый"
хишрӯй,красивый
хушрӯй,красивый
хӣч,"мелкий, детальный"
хӣɣ̌,сладкий
хāɣ̌,сладкий
холи,"пустой, порожний, свободный, незанятый, незаполненный"
холли,"пустой, порожний, свободный, незанятый, незаполненный"
холис,"беспристрастный, незаинтересованный"
хор,"низкий, презренный, ничтожный"
хориҷā,"иностранный, заграничный"
хорӣҷийā,"иностранный, заграничный"
хос,"честный, справедливый, порядочный"
хотирҷам,"спокойный, безмятежный"
хох̌ин,роговой
худи,"настоящий, действительный"
худ-мухтор,"автономный, самоуправляющийся, самостоятельный"
худписан,"самоуверенный, самодовольный, самонадеянный, заносчивый"
худписанд,"самоуверенный, самодовольный, самонадеянный, заносчивый"
худ-рӯй,"дикорастущий, полевой, невозделываемый"
хуδойи,"божий, божеский, принадлежащий богу"
хурсанд,"веселый, радостный"
хуɣ̌ну̊ни,шугнанский
хуш,"милый, приятный, желанный, угодный"
хушаwоз,"сладкозвучный, сладкоголосый, с приятным голосом"
хушбу̊й,"ароматный, душистый"
хушбӯй,"ароматный, душистый"
хушгāп,красноречивый
хушкарδā,"на выбор, по выбору"
хушлатофат,"нежный, приятный"
хушwахт,"довольный, удовлетворенный, веселый"
хушхӯй,благонравный
хушхӯй,"уравновешенный, спокойный"
хух̌к,"сухой, очистившийся от снега, бесснежный"
хӯни,"кровожадный, кровопийца"
ху̊м,"сырой, незрелый, неспелый, зеленый, необработанный"
х̌арманданок,"стыдливый, застенчивый"
х̌армандā,"пристыженный, смущенный"
х̌арминдā,"пристыженный, смущенный"
х̌ах̌wел,"говорливый, словоохотливый"
хāби,ночной
х̌āри,городской
х̌ицоδҷин,"замерзший, подмерзший"
х̌ирф,скользкий
х̌ирфич,скользкий
х̌ирфичак,скользкий
х̌ирн,"гладкий, лощеный"
х̌ӣн,"синий, голубой, синевато-серый"
х̌огирдак,"подсобный, вспомогательный"
х̌оҷδêрӣй,боязливый
х̌оҷиҷин,"трусливый, робкий"
х̌êвȥин,спящий
х̌овҷин,спящий
х̌ӯȥин,ветреный (о погоде)
х̌ӯвдин,молочный
х̌ӯвдхор,"грудной, сосущий молоко матери"
х̌ӯвдхор,"молочный, дойный"
х̌у̊ми,вечерний
йак-δустāк,однорукий
йаккум,первый
йакум,первый
йак-ранг,одинаковый
йак-сангā,толщиной в один камень (о стене)
йет,"открытый, свободный"
баробар,"одинаковый, равный, точный"
йи-доδ,одинаковый
йилмдор,"образованный, ученый, просвещенный"
йи-рāн-га,"иной, другой, другого сорта, другого рода"
йӣwаθ,"одинаковый, одно и то же"
йӣwҷаθ,"один, в одиночестве, одинокий"
йоғи,"дикий, необузданный"
йоwā,"дикий, грубый"
йухти,"ручной, прирученный"
йӯɣ̌ҷин,молотый
залалнок,вредный
залӯл,"необходимый, очень нужный"
занги,черный (только о быках)
зарбаф,"золототканый, шитый золотом, парчевый"
зарпӯх̌,одетый в шитое золотом платье
зарин,золотой
зарин,"золоченый, шитый золотом, золототканый"
заррин,золотой
заррин,"золоченый, шитый золотом, золототканый"
зарӯр,"нужный, необходимый"
зарwӣн,"обвивающий, обвивающийся, извивающийся"
захми,раненый
зайиф,"дряблый, слабый, болезненный"
зāрадор,"храбрый, отважный, мужественный"
зибо,задний
зибоненч,"задний, последний"
зибоненҷ,"задний, последний"
зиндā,живой
зиқ,"печальный, грустный, скучный, унылый"
зироати,"аграрный, земледельческий"
зийоти,"излишний, чрезмерный"
зӣрд,желтый
зор,"нуждающийся, слабый, ничтожный, плачущий, рыдающий"
зотдор,"благородный, породистый"
зоти,"врожденный, наследственный, родовой, фамильный"
зоти,"родовитый, хорошей породы, благородный"
зойā,"плачевный, пропащий"
зӯр,сильный
зӯр,"трудный, тягостный, тяжелый"
жақчак,"сжатый, сдавленный, осевший"
жидêқ,выпученный (о глазах)
жиниҷин,"снежный, снеговой"
жӣрин,каменный
журн,круглый
жарн,круглый
ҷиwу̊н,молодой
ҷуwу̊н,молодой
йош,молодой
сипехерā,"неподвижно уставившийся, устремивший глаза"
ару̊м,"нечистый, поганый; несъедобный, запрещенный для употребления в пищу (противоп. алол)"
комил,"совершенный, превосходный; полный, целый"
wух̌йор,в сознании; в здравом рассудке; трезвый
wух̌йор,"разумный, сообразительный; толковый, понятливый"
ух̌йор,в сознании; в здравом рассудке; трезвый
ух̌йор,"разумный, сообразительный; толковый, понятливый"
шод,"веселый, радостный"
рӯшт,красный; румяный; рыжий
рошт,красный; румяный; рыжий
бесатри,бесстыжая
шул,с изувеченной рукой; сухорукий; беспалый; безрукий
шӣл,с изувеченной рукой; сухорукий; беспалый; безрукий
шāл,с изувеченной рукой; сухорукий; беспалый; безрукий
шал,с изувеченной рукой; сухорукий; беспалый; безрукий
-чуw,"пестрый, пятнистый, разноцветный, полосатый"
-ҷӯɣ̌,"пестрый, пятнистый, разноцветный, полосатый"
чуw,"пестрый, пятнистый, разноцветный, полосатый"
чӯɣ̌,"пестрый, пятнистый, разноцветный, полосатый"
-чāw,"пестрый, пятнистый, разноцветный, полосатый"
-чāɣ̌,"пестрый, пятнистый, разноцветный, полосатый"
чāw,"пестрый, пятнистый, разноцветный, полосатый"
