cyrillic,meaning
толи,"судьба, предначертание"
толо,всевышний
толу̊н,"грабеж, разграбление"
тоқ,"ниша, углубление в стене, полка"
тоқ,"единица, нечет, штука"
тоқак,"единица, нечет, штука"
тоқат,"терпение, выносливость"
тоқчā,"небольшая ниша в стене, полка"
тоқи,также мера сыпучих тел (около 2 кг)
тоқи,"тюбетейка, ермолка"
тор,"нить, волос, струна, тетива, основа (ткани)"
тор,"верх, верхушка"
торат,обрядовое омовение
торики,"темнота, мрак"
торӣх,"история, дата"
тороҷ,"грабеж, разграбление"
тороҷ-кинӣҷ,грабитель
тортāнӣҷ,ткач
тортāнӣҷак,паук
торх̌,"тесло (топор, лезвие которого перпендикулярно к топорищу)"
торх̌ак,небольшое тесло
Тошканд,Ташкент
тоту,низкорослая лошадь
тов,одна штука лапши
тов,"раз, прием"
тоwҷак,стружка
тойифā,"род, категория, разряд; народность"
тозаги,чистота
този,гончая собака
този,скаковая лошадь
тоғ,"дерево, растущее в жарких странах и идущее на выделку четок"
тоɣ̌ҷāк,"щепка, щепки"
тоθч,"деревянное блюдо, чашка"
тоθчак,мельничный ковш (из которого зерно высыпается на жернов)
трāктур,трактор
тӯ-тӯ-тӯ,цып-цып-цып! призывной возглас для кур и цыплят
тӯбā,возглас удивления
тӯбā,"зарок, раскаяние"
таwбā,"зарок, раскаяние"
тӯδ,"тут, тутовник, тутовое дерево, тутовая ягода"
тӯδ-баȥ,время поспевания тутовых ягод
тӯδ-бих̌т,тутовая мука
тӯδ-пêхт,созревание тутовых ягод
тӯδин,"тутовый, из тутового дерева, из тутовых ягод"
туф,плевок
туф-ду̊нак,плевательница
туф-туфак,духовая трубка для стрельбы (игрушка)
туфч,слюна
тӯфу̊н,потоп
тукмā,пуговица
тулт,"тряпка, лоскут"
тумāн,"туман, мгла"
ту̊мат,"клевета, поклеп, напраслина"
тумбā,колода
тундāҷги,"неровная, изрытая земля"
тундур,гром
Ту̊ник,имя мальчика
тӯп,пушка
туп-туп,"стук, постукивание"
тӯпчи,"артиллерист, пушкарь"
тӯп-wеδӣҷ,"артиллерист, пушкарь"
туқ-туқ,стук; тук-тук
тӯрā,"барин, господин, чиновник"
турбак,"камень с отверстием, в котором укрепляется мельничное колесо"
турк,"турок, тюрок"
Туркисту̊н,Туркестан
турма,тюрьма
турмаху̊нā,тюрьма
турқи,"полы халата, подобранные кверху"
Тӯру̊н-шо,мужское имя
Тӯру̊н,мужское имя
тусби,четки
тӯтак,горная болезнь
тӯти,попугай
туу̊м,"пища, кушанье, еда"
туврā,"мешок, торба"
тух̌ā,путевые припасы
тух̌аду̊н,"вещевой мешок, заплечный мешок, котомка с припасами"
тух̌наги,жажда
тух̌п,сушеное пахтанье
тӯғ,"бунчук, хоругвь, значок, знамя"
ту̊ғм,"семя, зерно"
ту̊ғм-wеδд,"посев, сеяние"
тӯғм-wеδд,"посев, сеяние"
тӯθчак,кусок кожи для захвата камня на луке-праще
убол,"бедняк, бедняга"
уболи,"угнетенность, подавленность, гнет, тягота"
укм,"приказ, повеление, указ, приказание"
укмдор,"правитель, управитель, повелитель, полномочный"
уктāбир,октябрь
укӯмат,"правительство, государственная власть, государство"
улфат,"тесная дружба, привязанность, интимность, фамильярность"
улло,"Бог, господь"
уммеδ,надежда
умеδ,надежда
умри,"жизнь, возраст"
унар,"талант, искусство, мастерство, профессия"
унардор,"специалист, профессионал, мастер"
уқӯқ,права
урмат,"уважение, почтение, внимание"
урӯф,"буква, буквы"
урус,"русский, русские"
wурус,"русский, русские"
уруси,русский
wуруси,русский
ух̌,"внимание, мысли"
ух̌тӯр,верблюд
х̌итур,верблюд
узбак,узбек
wузбак,узбек
Узбакисту̊н,Узбекистан
Wузбакисту̊н,Узбекистан
вāр,"сила, мощь, крепость, возможность, выносливость"
вāх̌,"веревка, канат"
ваз,коза
вазич,кузнечик
вегā,вечер
вêȥ,очередь орошать поля
веɣ̌ȥн,береза
веɣ̌ȥ,береза
δêɣ̌зн,береза
δêɣ̌з,береза
видêȥӣҷ,"человек, орошающий поля"
видêȥиȥ,"орошение, полив"
видӣрм,"веник, метла, щетка"
δидӣрм,"веник, метла, щетка"
видӣрмеҷ,"растение, из которого изготовляют веники"
δидӣрмеҷ,"растение, из которого изготовляют веники"
видоҷ,орошение
вӣн,дикорастущий кустарник с красноватыми ягодами
виноw,"неохота, нехотение, нежелание"
виноwҷак,"неохота, нехотение, нежелание"
вӣр,урожай (плодов)
вирек,"посуда, утварь"
вирех̌ум,шелк
вирод,брат
виро,брат
врод,брат
вро,брат
виродинги,братство
виру̊ɣ̌,бровь
вирх̌,"волос из гривы или хвоста (лошади, яка)"
вирх̌ин,"волосяной, сделанный из волоса (конского, яка, козла)"
виздоҷ,праща
визнеч,"козы, козлы"
вӣɣ̌ȥ,изголовье
вӣɣ̌ȥеҷ,"изголовье, подушка"
вор,"матка, чрево"
ворҷ,"лошадь, конь, жеребец"
вêрȥ,"лошадь, конь, жеребец"
ворҷ-диwент,скачки (конские)
ворҷак,лошадка (игрушка)
возāк,межа
воɣ̌ȥ-нêх,расположенная против входа часть нар (внутри жилища)
врод-буц,"братец, братишка, маленький брат"
Ву̊мāр,"Вамар, Калаи-Вамар, селение при впадении р. Бартанг в Пяндж"
Қалайи Ву̊мāр,"Вамар, Калаи-Вамар, селение при впадении р. Бартанг в Пяндж"
Ву̊мар-ов,устье р. Бартанг близ с. Вамар
вӯйд,"злой дух, нечистая сила"
войд,"злой дух, нечистая сила"
wāдā,обещание
wāдā,"время, срок, период, эпоха"
wафо,"верность, преданность, честность"
wāҷ,"долг, обязанность"
wакӣл,"представитель, поверенный, делегат"
wаллāамат,"молодая знатная женщина; название участника танца bōpīrák, изображающего молодую девушку"
wāм,злой дух
wāн,"ива, тал"
wарам,"опухоль, вздутость"
wарақ,страница
wарδāн,"навой, мельничный вал"
wāрг,"ягненок, барашек, овечка (до одного года)"
wāрг-бу̊ст,овчина
wарх̌,название горной травы
wарθ-анҷӣц,"шутливый выкуп за пропуск хозяйки в кладовую (иногда, когда хозяйка собирается достать что-либо из кладовой, кто-нибудь из домашних становится перед входом в кладовую и требует выкупа за доступ в нее)"
wāши,варвар
wасӣқā,"документ, расписка, закладная, купчая"
wасӣйат,"завет, завещание, заповедь"
wасли,"присоединение, соединение, связь, скрепа"
wатан,"родина, отечество"
wахеҷ,"ваханец, житель Вахана"
wахт,время
Wаху̊н,Вахан
wāз,"агитация, пропаганда"
wāз,проповедь
wāзāн,глубокое место
wазӣфā,должность
wазӣфā,"обязанность, задача, задание"
wāзӣҷак,водомерка (?) (насекомое)
wазӣр,"везир, министр, правитель"
wазмини,"вес, тяжесть"
wāғӣҷ,"плакса, крикун"
wағɣаст,"восклицание, крик"
wêб,"сноп, связка, охапка"
wебак,вязанка
wêδ,"канал, канава, арык, ручей"
wед,"ива, ивовое дерево"
wеδд,"укладка, установка, помещение"
wêпц,моль
wеру̊нā,"развалины; хижина, убогое жилище"
wêх,"корень, основание, основа"
wи-рӯйā,та сторона
wиδêц,отверстие в стене для прохода арыка
wиδêд,четверть (мера длины: от мизинца до большого пальца)
wиδичак,мелкая птица; воробей
wиδич,мелкая птица; воробей
wиδичбу̊ни,охрана посевов от птиц
wидоб,время после восхода солнца (до widṓbi kalů́n)
wидобак,время после восхода солнца (до widṓbi kalů́n)
wиδу̊м,потолок
wилаw,наемное транспортное животное
wилаw,подвода
wилойат,"страна, область, округ"
wилоғ,вьючное транспортное животное
wилу̊хч,"невысушенный сыр, творог"
wинӣр,"ясли, стойло"
wиноғ,шерсть для ниток
wӣрн,баран-производитель (нехолощеный)
wӣрм,баран-производитель (нехолощеный)
wироw,"пробор, темя, макушка головы"
wируйаги,"иностранец, заграничный"
wӣрвҷин,"вареный, кипяченый"
wисêрн,"большой глиняный горшок, кувшин"
wискӯнд,деревянные вилы
wиспӯнд,"плотина, запруда"
wистоδ,"мастер, ремесленник, специалист"
wистол,стол
истол,стол
wит-wит,"звуки, издаваемые горной курочкой (za-rīʒ-buc)"
wих̌чêрн,локоть
wихин,кровь
wих̌ӣȥ,ключ
wих̌кӣмц,"выделанная шерсть, идущая на приготовление ниток основы"
wих̌кирӣҷ,деревянная кочерга
wих̌так,запеленутый (ребенок)
wих̌тен,"сено, сложенное на крыше"
wих̌тен,сеновал
wих̌тиц,род кустарника
wих̌тицин,"сделанный из ""wix̌tic"""
wих̌ӯɣ̌ҷ,"гребень, гребенка, гребешок; гребень ткацкого станка; ткацкий станок"
wийêш,"корень, корни, корневище"
Wийод,"Виёд, селение на левом берегу р. Пяндж, в 15—20 км от Калаи-Бар-Панджа, где есть мазар, посвященный Шои-Сафдару"
wӣз,"груз, ноша, поклажа, вьюк"
wӣздор,носильщик
wизенчоз,знаток
wолч,борозда
wоқийā,"случай, происшествие, событие"
wорис,наследник
wоскат,"жилет, безрукавка"
wостā,условие
wох̌,"трава, сено, солома"
wох̌ҷӣц,"сенник, сарай для соломы, самана"
wох̌ҷӣни,задавание корма скоту
wохури,встреча
wуичак,"мера, мерка, измерение, мера длины, несколько меньшая ¼ м (= ¼ čūvgā́z)"
уичак,"мера, мерка, измерение, мера длины, несколько меньшая ¼ м (= ¼ čūvgā́z)"
wулчāк,"качели, люлька, колыбель"
wулчāк-бози,качание на качелях
wулчаки,измерение
улчаки,измерение
wу̊н,необработанная шерсть
wурамā,"войлочная попона (с двумя нагрудниками), закрывающая всю лошадь"
wӯрҷ,"волк, волчица"
wирȥин,"волк, волчица"
wӯрв,кипение
wӯрɣ̌,"шерстяная пряжа, шерстяные нитки"
wӯс,"балка (основная, поперек потолка), бревно"
wужрā,"келья, каюта, камера, каморка"
wужрā,"странноприимный дом, помещение для приезжающих"
wӯɣ̌ҷ,почки (в организме)
wу̊ғɣаст,"громкие рыдания, вопли"
х̌ā,"князь, правитель (титул самостоятельных правителей Шугнана)"
х̌ā-ситан,главный столб в жилище
х̌āб,ночь
х̌аб-гардак,летучая мышь
х̌āб-лаɣ̌ȥак,"кошмар, злой дуx"
хабар,"известие, сведение, новость, весть, извещение"
хабарках̌ак,"доносчик, сплетник"
хабаркун,"вестник, осведомитель"
хāби,(ночная) тьма
хабӣȥ,"ветка, прут, хлыст"
х̌абнам,роса
х̌абор-ҷогā,место ночлега
х̌абоху̊н,"ночной набег, ночное нападение"
х̌абу̊нарӯз,сутки
х̌ац,вода
х̌ац-ɣ̌ӣптак,брызганье водой
х̌āдāхт,"доска, которая кладется на край балки (wus) (внутри жилища)"
хāф,трут
х̌аф,"укол, колотье"
хафаги,раздражение
хаҷолак,"серый, беловатый налет на потухших углях, золе"
хаҷолат,"стыд, смущение"
х̌āк,иней
х̌āл,"бугорок, выступ"
халал,"убыток, ущерб, вред"
халӣфā,"халифа, помощник пира, ишана"
халлā,"укол, колотье"
халманȥев,хоровод (название детской игры: дети берут друг друга за руки и кружатся - так играют обыкновенно во время приготовления тока)
халқ,"народ, люди"
халтā,мешок
х̌алу̊н,"куча обмолоченного, но ещё не провеянного зерна"
хāмб,нагибание
хāм,нагибание
хамер,тесто (кислое)
хамермо,"дрожжи, закваска"
хан,"лодка, судно"
ханā,доска для приготовления лапши
хандақ,ров (крепостной)
х̌āпарак,бабочка
х̌ар,"шип, колючка"
х̌āр,город
х̌āр-бӣнҷ,кукуруза
харак-ҷаw-ҷаw,чехарда
Харāғ,"город Хорог, столица Горного Бадахшана"
харағеҷ,"хорогец, житель города Хорог"
харғеҷ,"хорогец, житель города Хорог"
харбузā,дыня
харч,"расход, трата"
харҷ,"расход, трата"
х̌āрибӣнҷ,кукуруза
харӣд,покупка
харӣт,покупка
харӣдор,покупатель
х̌арм,"стыд, застенчивость"
х̌āрм,"стыд, застенчивость"
х̌армандаwор,"со стыдом, в смущении, виновато"
х̌арво,"похлебка, суп"
хас,"сор, мусор"
хāс,пленка y новорожденного
хас-гил,"предварительная черновая штукатурка, глина для штукатурки"
х̌āспирух,название садового цветка
х̌āст,рыболовный крючок
хāт,"письмо, документ, бумага, записка"
хатар,опасность
хатбарг,указка (школьная)
хатбарк,указка (школьная)
хāтках̌,линейка
хатто,"ошибка, промах"
х̌авак,"горсть, пригоршня"
х̌авдек,"тушение мяса в горшке, зарываемом на ночь в золу очага"
хах̌чā,первая весенняя вспашка
х̌ах̌wел,болтун
хайаск,молот
хайол,"мысль, воображение"
хайри,прощай!
хазӣнā,"казна, касса"
хазӣначи,казначей
хāɣ̌ак,"зазноба, зазнобушка"
х̌еб-δāδӣҷ,шерстобит
х̌еб-δорг,колотушка для расколачивания шерсти
хеδ,грязь
х̌êδ,загон для скота на летовье
х̌ед,большой камень
х̌êδбун,караульщик загона на летовье
хеҷwеҷак,"путаница, неразбериха"
хеҷwеҷак,"спутанные, запутанные нитки"
хел,"род, категория, сорт, разряд"
хêр,"племянник, племянница"
х̌êвҷога,"маленькое помещение для спанья, приют на ночь"
х̌еwā,озеро Шива
хêх̌,"сук, ветвь"
хêх̌,месить
хêх̌т,месить
хех̌,родственник; родство
х̌ех̌ā,"бутылка, склянка, пузырек"
хêх̌чак,"ветвь, ветка"
хех̌и,"родство, свойство"
хêх̌инев,"место близ очага, где приготовляют лапшу и хранятся принадлежности для ее приготовления"
хêх̌т,"четырехугольное деревянное корыто (для стирки белья, мытья головы и т. п.)"
хêх̌так,"корыто поменьше, чем „xēx̌t”"
х̌ибу̊ни,"служба пастуха, скотоводство"
х̌ибу̊нӣҷ,пастух
х̌ицӣц,название дикорастущей ягоды
х̌ичӣф,сурок
х̌ичофч,щель
Хицу̊н,"Сучан, группа селений в низовьях р. Гунт"
хидêр,мифическое существо
Хӣδҷ,название квартала в Хороге
хидорҷ,мельница
х̌идйор,пашня
хӣф,пена
хӣфак,пенки (на молоке)
х̌ӣҷ,бык
х̌икаст,поражение
х̌икаста-бастā,"всякая всячина, разные разности"
х̌икуфтā,кусок
х̌икуфтā,"ладонь, рука"
х̌икуфтā,удар ладонью руки
х̌имêδ,закваска (старое пахтанье) для приготовления сыра (tux̌p)
х̌ӣнч,"твердые стебли травы „warx̌“, употребляемые как топливо"
х̌иноw,плаванье
х̌иноwāр,пловец
х̌иноwари,"плаванье, купанье"
хинӯр,"совесть, стыд"
х̌ипалāнак,слюда
х̌ипаласт,блеск
х̌ипик,"блин, блины"
х̌ипирахxаст,блеск (о большом количестве листьев и цветов)
хир,"саднить, чесаться"
хирт,"саднить, чесаться"
хӣр,солнце
хӣр-цирах,"утренняя пора, когда  солнце, слегка показавшись из-за гор, не совсем еще вышло"
хӣр-нӣст,заход солнца
хӣр-пал,восход солнца
хирад,"ум, рассудок"
х̌ирбӣҷ,лягушка
х̌ирбӣҷак,ступенька (перекладина) деревянной приставной лестницы
х̌ирфич,скольжение
хирго,юрта
хирҷӣн,"переметная сума, хурджин"
хирман,ток
хирман-рӯву̊н,"„очистка тока“ (угощение по случаю окончания работ на току — молотьбы, веяния — и его уборки)"
хисич,"мучная пыль, образующаяся при помоле"
хисӣрȥ,"деверь (брат мужа), шурин (брат жены), зять (муж сестры)"
хиссур,"тесть, свекор"
хисур,"тесть, свекор"
хисти,"сырость, влажность"
хӣт,птичий корм
х̌итêрȥ,звезда
Хитой,Китай
х̌итум,заяц
х̌итур,верблюд
х̌итурдор,владелец верблюдa
х̌иwӣнҷ,грубая бумажная ткань
хӣх̌,"теща, свекровь"
хих̌ц,сдобная булка
хих̌т,кирпич
хих̌у̊б,"высушенный коровий навоз для отопления, кизяк"
хийу̊н,"невестка (жена брата), свояченица (сестра жены), золовка (сестра мужа)"
хийу̊нат,"измена, вероломство, предательство"
хийу̊натгар,"изменник, предатель"
хийу̊натгари,"вероломство, предательство, измена"
хизмат,"служба, услуга"
хизматгор,слуга
хиȥӣв,чина (бобовое растение)
хоб,ладно! хорошо!
хоб,сон
хобҷêд,"сабля, меч"
х̌оδ,"усадьба, двор, огороженное место"
хогинā,яичница
х̌огирд,ученик
х̌огирдак,"палочка, употребляемая для обрезания"
хоҷ,"ток, хлеб, свезенный на ток для обмолота"
х̌оҷ,абрикосовые косточки (зернышки)
х̌оҷ,"страх, боязнь, опасение"
х̌оҷ-δӯйҷ,"сыпь, прыщи, которые будто бы появляются на губах под влиянием страха"
х̌оҷбу̊н,"человек, которого приглашают к себе в дом, когда боятся оставаться в пустом доме"
хок-рӯған,керосин
хокисор,"дети праха, люди, род человеческий, род людской"
хоксор,"дети праха, люди, род человеческий, род людской"
хокистар,"зола, пепел"
хоков,первая поливка поля
хол-холак,"пятна, наросты"
холā,сестра матери
холак,дядя (брат матери)
хомак,свой дядя
хомак,"рубить, колоть, рубиться"
хор,"колючка, шиповник, терновник, бурьян"
х̌орчи,"житель деревни, отправляющийся временно на летовье"
хори,"ничтожество, презренность"
хорках̌,собирающий хворост
хорпух̌т,еж
хотир,"уважение, почтение"
хох̌,"рог, рога"
Хох̌-дарā,р. Шах-дара и ее долина
хох̌-ҷорӯв,метла
хох̌ак,"косичка, косица (заплетаемая женщинами с боков и спереди, в противоположность pēčák)"
хох̌ч,кусок (комок) пресного теста
хох̌дарачи,"шахдаринец, житель долины Шах-дары"
х̌ой,"куча, груда камней"
х̌ой-буш,дикий кот
х̌ой-буш,дикая кошка
хойā,мошонка (scrotum)
х̌ойӣҷ,"студент, читатель"
хойих,"желание, хотение"
хубаθ,"сам, сами"
х̌уц,"жидкость, отвар, навар, настой, похлебка"
худ-ситоw,"самохвал, бахвал, хвастун"
худситоw,"самохвал, бахвал, хвастун"
хӯδм,сон
худоwанд,"бог, господь"
хуδой,"бог, господь"
хуδойи,"богоугодное дело, милостыня"
хуδойи,"угощение, пожертвование, благотворительность"
хуδойикун,благотворитель
худситоw,"самохвал, бахвал, хвастун"
Ху̊ф,Хуф
Ху̊ф-пастев,название выселок одноименного горного селения на берегу Пянджа
Ху̊фак,название местности
х̌уфч,"прут, ветка"
х̌уфчак,приспособления (трубка) в колыбели для отвода мочи
хуфтан,"вечер, время отхода ко сну, появления звезд"
хӯг,"свинья, кабан"
х̌у̊ҷ,"прополка, полотье"
хӯҷā,ходжа (почетный титул духовных лиц)
хӯҷайӣн,хозяин
хул,"глина, еще не вынутая на поверхность земли"
х̌у̊м,вечер
ху̊мак,"сырец, неразмотанная пряжа (на веретене)"
хумбохез,"волна, волнение, зыбь"
х̌у̊ми,вечернее время
ху̊мнигӯл,похлебка из ореховой муки и накрошенного хлеба
хумор,"хотение, желание, охота"
ху̊н,хан (титул)
хӯн,кровь
х̌у̊н,"шейка, горлышко меха для плаванья"
ху̊нā,"дом, здание, помещение, жилище, вместилище"
ху̊нā,"клетка, гнездо (в постройках)"
хонā,"дом, здание, помещение, жилище, вместилище"
хонā,"клетка, гнездо (в постройках)"
ху̊надор,домохозяин
ху̊надори,домохозяйство
ху̊нахор,"бедняк, разорившийся"
х̌у̊нчи,жених
х̌у̊нчигари,"жениховство, положение жениха"
хӯнрези,кровопролитие
хӯрн,ворона
хуроҷ,"расходы на жизнь, на пропитание"
хуроҷот,"расходы на жизнь, на пропитание"
хурок,"пища, еда"
хурох̌ā,стружки
хуррами,"веселье, радость"
хурсанди,"веселье, радость"
хуш-хабар,добрый вестник (поздравитель)
хуши,"приятность, прелесть, удовольствие"
хушлāҷā,"краснобай, говорун"
хушнағмā,хороший музыкант
хушнохӯн,хороший музыкант (на струнном инструменте)
хушпойи-қадам,"тот, кто приносит счастье"
хушпойи-қадам,"тот, у кого легкая рука"
хушрӯй,красивый
хушрӯй,красивый
хишрӯй,красивый
хушрӯйи,красота
хусӯс,"отношение, касательство"
хушwахти,"радость, веселье, довольство, удовлетворение"
х̌ӯвд,молоко
х̌ӯвд-ашаw,тюря на молоке с маслом
х̌ӯвдҷӣц,кладовая для молочных продуктов на летовье
х̌ӯвҷӣц,кладовая для молочных продуктов на летовье
хуwарху̊н,названая сестра
хуарху̊н,названая сестра
х̌ух̌,легкое (в организме)
хух̌ā,колос (преимущественно проса)
хух̌гоw,"як, кутас, гималайский бык"
хух̌ки,"бесснежное, очистившееся от снега пространство"
хух̌пā,похлебка
хӯй,"натура, нрав, характер"
х̌ӯȥ,ветер
х̌ӯȥ-адах,"вихрь, буря"
х̌ӯȥ-буфч,"буря, вихрь, метель"
х̌ӯȥхорак,"название птицы (величиною с сокола), вылетающей из гнезда, когда поднимается ветер"
Хуɣ̌ну̊н,Шугнан
хуɣ̌ну̊ни,шугнанец
йā,"та, она"
йакшанби,воскресенье
йакшамби,воскресенье
йактā,рубашка (мужская)
йанвāр,январь
йасаwул-боши,"эсаул-боши (должностное лицо, также распорядитель на свадьбе)"
йасӣр,"пленник, пленный"
йах,сестра
йāх,лед
Йазгулу̊м,река Язгулям
йағȥā,наст
йағȥā,растаявший днем на солнце и подмерзший за ночь снег
йечā,"гнездо, нора, прибежище"
йечги,род сыра
йед,мост
йекал,"амулет, состоящий из молитв, написанных на бумаге длиною в человеческий рост"
йелак,небольшое сито (для просеивания муки)
йелчизāн,"женщина, отправляющаяся на летовье"
йелдор,владелец постройки на летовье
йелгā,"летовье, место летовья, летнее пастбище"
йелоқ,отгонное пастбище
йему̊н,молитва
йенак,зеркало
йепчи,"круг подков, четыре подковы"
йешу̊н,ишан (почетный титул)
йет,"летовье, летнее пастбище, жилище на летовье"
йеғир,жеребец-производитель
йêθ,"гнездо, нора"
йи-ҷой,"некоторое место, одно место, где-то, где-нибудь"
йиблис,дьявол
иблис,дьявол
йибол,"бедняга, угнетенный, бедняк"
йидорā,"управление, учреждение, правление, контора, канцелярия"
идорā,"управление, учреждение, правление, контора, канцелярия"
йиҷроку̊м,исполком
йоц,огонь
йоц-рез,искра от ударов железа по камню
йоδ,"память, воспоминание"
йоддох̌т,"памятка, памятная записка, подарок на память"
йодох̌т,"памятка, памятная записка, подарок на память"
йодоwари,"воспоминание, поминание"
йол,грива
йордам,"помощь, поддержка"
йори,помощь
йорманди,"помощь, участие в работе"
йоwā,сквернослов
йоɣ̌ҷ,мукá
йу̊дард,сюда
йу̊нло,мольба
йу̊ло,мольба
йӯрх̌,медведь
йурғā,"иноходь, иноходец"
йурғали,"принадлежность седла: две потниковые подушки, подкладываемые с двух боков лошади под ленчик (на потник)"
йӯш,"нарост, утолщение на коре дерева, наплыв, шишка"
йӯх̌к,слеза
йуғ,ярмо плуга
йуғак,"перекладина, соединяющая две стороны угла в потолочном отверстии"
йуғак,"перекладины, которые привязываются к бревну для его переноски"
йуғак-δорг,"перекладина, соединяющая две стороны угла в потолочном отверстии"
йуғак-δорг,"перекладины, которые привязываются к бревну для его переноски"
йӯɣ̌н,"назв. невысокого, очень крепкого дерева, идущего на различные поделки"
зāду̊н,матка
зāг,"болото, топь"
залал,"вред, убыток, ущерб"
залал-кунӣҷ,"вредитель, вредный"
залмāк,жена брата отца
зāмч,квасцы (?)
замӣн,"земля, земная поверхность, земной шар"
замӣн-ҷумб,землетрясение
замӣн-ҷум,землетрясение
замӣнаки,"способ курения табака, заключающийся в том, что в земле проделываются две ямки, соединенные между собой небольшим подземным ходом - в одну из них насыпается табак, а из другой курильщик тянет дым"
замӣнканд,"способ курения табака, заключающийся в том, что в земле проделываются две ямки, соединенные между собой небольшим подземным ходом - в одну из них насыпается табак, а из другой курильщик тянет дым"
замӣндор,землевладелец
заму̊н,"время, эпоха, времена"
заму̊н,погода
заму̊н,"свет, пространство"
заму̊нā,"время, эпоха, времена"
заму̊нā,погода
заму̊нā,"свет, пространство"
зан-холак,жена брата матери
занду̊н,"тюрьма, темница"
занду̊нху̊нā,"тюрьма, темница"
зангӯлā,"бубенчик, колокольчик, звонок"
занҷабӣл,"имбирь (привозился из Читрала, употреблялся в качестве лекарства, особенно для маленьких детей)"
зақах̌,"уныние, грусть, раздумье"
зар,золото
зāр,яд
зāр-морā,змеиная бусина — назв. бусины в центре ожерелья (в поверьях)
зāр-хандā,"притворный, горький смех, смех сквозь слезы"
зāра,"храбрость, отвага, мужество, смелость"
жараст,"треск, потрескивание, бульканье (кипящей жидкости)"
зарбаф,парча
зардак,морковь
зарδов,гной
заргар,"ювелир, золотых дел мастер"
зари,освещенные места на вершинах и склонах гор при заходе солнца
зар-зари,освещенные места на вершинах и склонах гор при заходе солнца
зарӣȥ,куропатка
зарофийат,"беда, напасть"
зарwӣн,"скручивание, оплетание"
жāш,"дикорастущее колючее растение, употребляемое в пищу верблюдами"
жāш,репейник
заwлу̊нā,"кандалы, путы"
захӣрā,запас
зāхм,"рана, язва, гнойник, нарыв"
захми,рана
зеб,украшение
жебӣҷāк,"ручка самопрялки, ручка у прядильного станка"
жебиȥ,"прядение, кручение ниток"
зибо,зад
зибодāҷ,"задняя сторона, направление назад"
зибодак,помещение позади дома
зидарӣҷ,подметальщик
зидариȥ,подметание
жидӣшк,вид кузнечика
зиду̊н,"кладовая, кладовка"
зикри,"благочестивое размышление, мистическое созерцание, зикр"
зӣл,"тетива, струна"
зимāδ,земля
зӣмб,"край, берег"
зӣм,"край, берег"
зӣмбā,"край, ребро"
зӣнбā,"край, ребро"
зимц,"участок земли, поле"
зимисту̊н,зима
зинаɣ̌,"невестка, жена сына"
зиндаги,жизнь
зиндагу̊ни,жизнь
жиндам,пшеница
жиндамеȥ,поле для пшеницы
жиндӯрвак,оборотень
жиндӯрв,оборотень
жиндāрвак,оборотень
жиндāрв,оборотень
зингу̊н,подбородок
жиниҷ,снег
зиноц,мех для плаванья
жӣр,"камень, скала"
жӣр-мêск,"полевое растение с белыми цветами, стебли его употребляются женщинами для мытья головы"
жӣрадах,перебрасывание камнями
зӣрдак,желток
зӣрди,желток
жӣрδу̊х̌ц,"лишайник, лишай на камнях"
зири,"кольчуга, броня, панцирь"
зирич,ржавчина
зирих̌т,"делать почин в уборке урожая (обычай, заключающийся в том, что одному человеку дают начать жатву: считается, что успех жатвы зависит от этого человека)"
зироāт,земледелие
зирйот,"потомство, дети, дитя"
зив,язык
жӣв,"закрома, внутренняя часть амбара для зерна"
жӣwҷги,любовь
зиwор,"ответвление, головная часть арыка, при выводе его из реки или магистрального канала"
зийофат,"угощение, пиршество"
зийу̊н,"ущерб, вред"
зийух̌чāк,засохшие древесные ветви
жӣз,"дрова, топливо"
зиғêр,"лен, конопля"
золим,"угнетатель, деспот"
золими,"гнет, угнетение, притеснение, деспотизм"
зорδ,сердце
зорги,"мольба, плач"
зори,ничтожество
зори,"нужда, лишения"
зот,"сорт, род, вид, порода, происхождение"
жоw,корова
жоwак,жук
зоwӯд,завод
зоwӯт,завод
зоғ,"жир, сало (перетопленное)"
зоғну̊лак,"кирка, мотыга"
зоғну̊л,"кирка, мотыга"
зулф,"локон, прядь волос"
зулфиқор,название меча Али
зулм,"гнет, притеснение, жестокость"
зумрат,изумруд
зу̊н,колено
зӯр,"сила, насилие"
зури,"насилие, принуждение, обременение, угнетение"
журнāл,журнал
зу̊ғ,"проклятие, заклятие, отлучение"
зӯɣ̌,рукав
зуғу̊м,музыкальный инструмент
ғāц,"девушка, девочка"
ғāц-бачā,девочка
ғāцгалā,"девчонки, девочки, девушки, девицы"
ғāци,девичество
ғāфц,толстый
ғāфци,толщина
ғалабā,победа
ғалāт,ошибка
ғалати,ошибочность
ғалбел,"сито, решето"
ғалтак,"ось, скалка, стержень"
ғāм,"горе, печаль, скорбь, забота"
ғамзā,"чубук, дудка, на которую насаживают трубку для курения опия"
ғандāл,скорпион
ғāр,навозная лужа
ғараз,"приставание, вмешательство"
ғарб,запад
ғариб,"странник, скиталец"
ғарғарā,"бурление воды, переливание с ревом и шумом в реке"
ғат-ғат,бульканье закипающей жидкости
ғат-ғат,крик утки
ғаwғо,"шум, скандал, ссора, спор, буйство"
ғаwғогари,беспорядок
ғаwғокун,"скандалист, буян"
ғайб,"сокровенное, скрытое (в выражении недоверия)"
ғазаб,гнев
ғазал,"газель, лирическое стихотворение"
ғажд,грязь
ғажди,грязь
