cyrillic,meaning
аррих̌тоw,"подниматься, стараться подняться, силиться подняться; вытягиваться в высоту, подниматься на дыбы"
ағдоw,кричать (об осле)
аɣ̌астоw,лежать (о скоте)
аɣ̌ӣдоw,лежать (о скоте)
аɣ̌ӣйдоw,лежать (о скоте)
аɣ̌ӣстоw,лежать (о скоте)
бāғдоw,жужжать
бедоw,"пропадать, исчезать, гибнуть"
бêғдоw,блеять (о мелком рогатом скоте)
биδӣвдоw,закрываться (о глазах)
биδемтоw,закрывать (глаза)
бинêстоw,"губить, уничтожать, терять, утратить"
бирêwдоw,отнимать ребенка от груди
бирêх̌тоw,пить
брêх̌тоw,пить
бих̌чӣдоw,"черпать, зачерпывать (жидкость, зерно)"
бизӣдоw,"помещать, загонять (скот, домашнюю птицу)"
биɣ̌ентоw,трясти деревья
бêх̌тоw,"играть (в мяч, кости, чижа); качаться (на качелях)"
бêх̌тоw,посылать
чӣнто́w,"рыть, копать (землю)"
чаптоw,"чавкать, шлепать по грязи"
чêктоw,"капать, стекать"
чемтоw,соглашаться; хотеть
цêптоw,"щупать, трогать"
чêртоw,пахать
чêwдоw,чесать
чидоw,жать (косить)
чилāптоw,"хлюпать, шлепать по грязи"
чих̌тоw,"смотреть, глядеть, присматривать; блюсти, беречь; зависеть"
δêдоw,"давать; ударять (по чему-либо); бросать; помещать; работать при помощи чего-либо, при водить в движение (об орудиях)"
δиктоw,лизать
δêртоw,иметь (только в сочетаниях)
дедоw,"входить, вступать"
дêтоw,"гнать, пускать (о воде, о скоте)"
дӣтоw,"гнать, пускать (о воде, о скоте)"
δêдоw,бить
δêдоw,"пуститься, броситься"
дивентоw,веять хлеб
дивих̌тоw,"показывать, показываться, казаться"
δӣвдоw,"собирать, срывать"
δӣwдоw,доить
фāмтоw,"понимать, знать, уметь"
фархтоw,"хрипеть, храпеть"
фастоw,сморкаться
фирӣптоw,"достигать, поспевать"
фрӣптоw,"достигать, поспевать"
фирêптоw,"доставлять, присылать"
фирêwдоw,полоскать
фишеɣ̌здоw,выжимать
фортоw,хотеться
фуртоw,хлебать
фустоw,"втягивать носом, вдыхать носом"
гāх̌тоw,"вращаться, превращаться, обращаться"
гарδентоw,"вращать, поворачивать, переворачивать"
гӣртоw,соглашаться
картоw,"скрестись, шуршать"
кêхтоw,кашлять
чӣдоw,делать
кирӣстоw,"скоблить, выскребывать"
кирêх̌тоw,"передвигать, раздвигать"
кирӣwстоw,"истекать, вытекать"
лахтоw,стучать
лу̊вдоw,"говорить, петь, называть"
мāwдоw,мяукать
мāwтоw,мяукать
мих̌тоw,мочиться
молтоw,"мазать, гладить, растирать"
мӣздоw,"делать, выделывать, обрабатывать"
нӣwдо́w,плакать
нах̌фенто́w,"вытаскивать, вынимать, выдергивать"
них̌фенто́w,"вытаскивать, вынимать, выдергивать"
нах̌фӣдо́w,"вывихиваться, выдергиваться"
нах̌тӣдо́w,выходить
наɣ̌ҷӣдо́w,"переходить, проходить"
наɣ̌ӡимто́w,"проводить, доставить"
нêδдо́w,"усаживать, сажать"
нêɣ̌до́w,вращать
ниδӣвдо́w,"прилепляться, приклеиваться, приставать"
ниδӣвдо́w,"прилеплять, прибивать"
нигу̊лто́w,"макать, обмакивать (куски хлеба в воде или молоке)"
нимêйдо́w,показываться
нивишто́w,писать
ниwêздо́w,играть на музыкальных инструментах
нихих̌то́w,разрушаться
них̌цирӣвдо́w,щипать
них̌êпто́w,качать колыбель
нихих̌то́w,разрушать
них̌пӣдо́w,"наступить ногой, придавить, раздавить ногой"
нижêрто́w,"размачивать, вымачивать"
ниғих̌то́w,слушать
нӣсто́w,"сидеть, садиться, пребывать, оставаться, ждать, поджидать"
нêɣ̌до́w,"кружиться (ходить), вращаться, бродить"
парδêдоw,продавать
парδêwдоw,"гримасничать, дразнить, передразнивать"
паргих̌тоw,"долбить, продырявить, сверлить"
парҷӣвдоw,"брать обратно, получать обратно, отнимать, отбирать"
парwих̌тоw,"соскальзывать, падать в воду с меха для плавания"
парwездоw,"сеять, просеивать"
патêwдоw,"бросать, валить"
паттêwдоw,"бросать, валить"
питêwдоw,"бросать, валить"
питтêwдоw,"бросать, валить"
пāғдоw,"перенести, перетерпеть (болезнь), переболеть"
пêwдоw,"квасить, заквашивать (молоко)"
пех̌стоw,"спрашивать, допрашивать, расследовать"
пидоw,"гнить, портиться, тлеть"
пиδӣвдоw,"начинать, приниматься за..., приставать к..."
пиδемтоw,"прилеплять, прилаживать"
пиδидоw,зажигать
пиδидоw,зажигаться
пидwиδдоw,"засучивать (рукава, штаны)"
пиҷентоw,"продевать, нанизывать"
пикидоw,выдергивать
пинӣwдоw,"надевать, одевать, одеваться"
пирентоw,кусать (о животном)
пирех̌тоw,посыпать
пиргих̌тоw,сверлить
пирштоw,чихать
пêхтоw,"вариться, поспевать"
пишидоw,"утешаться, затихать"
пишêwдоw,"утешать, отвлекать, развлекать"
питидоw,"выдергивать, вытаскивать, выкапывать (из земли, из стены)"
пих̌êwдоw,"стричь шерсть (козью, овечью, верблюжью)"
пих̌идоw,"стричь шерсть (козью, овечью, верблюжью)"
пêхтоw,варить
пуфтоw,дуть
пурхтоw,"прыскать, брызгать водой, набрав ее в рот"
қӣwдоw,"звать, кричать"
қурштоw,храпеть
рафтоw,"трогать, касаться, мешать, вмешиваться, иметь отношение"
рих̌тоw,"рыть, подкапывать, подрывать"
рӣвдоw,сосать матку (о детенышах животных)
рāхстоw,танцевать
рих̌тоw,"падать, осыпаться, выпадать"
рӣɣ̌здоw,"дрожать, трястись (от холода, страха)"
рêвдо́w,давать сосать
рибӣдоw,"ставить, класть"
рицӣстоw,убегать
римêдоw,"приказывать, поручать, заставлять, велеть"
ринӣх̌тоw,забывать
ринêwдоw,"дразнить, доводить до слез, заставлять плакать"
редоw,"оставаться, отставать, не справляться, переставать"
риwих̌тоw,летать
риwêздоw,заставлять летать
риwêйдоw,быть голодным
рих̌êwдоw,"нарубить веток, подрезать ветви (не срубая дерева)"
ру̊птоw,"мести, сгребать"
рӣвдоw,"мести, сгребать"
сактоw,вздрагивать
сиктоw,вздрагивать
шӣнтоw,смеяться
ших̌тоw,испражняться
сидоw,"отправляться, идти, уходить, уехать, уезжать"
ситоw,"отправляться, идти, уходить, уехать, уезжать"
ситтоw,"отправляться, идти, уходить, уехать, уезжать"
сентоw,поднимать
сêртоw,"ползти, красться, подкрадываться, подкарауливать"
сêwдоw,"тереть, растирать, молоть зернотеркой"
сифӣдоw,подниматься
сифентоw,поднимать
сипӣфтоw,сосать
сипентоw,"сыпать, насыпать, пересыпать"
сипортоw,"поручать, вручать"
ширӣптоw,"вариться, бродить, кипеть (о пахтанье)"
ширêптоw,"заставлять бродить, кипятить, варить (о пахтанье)"
сирêwдоw,"отделять, отбирать, разнимать"
сиридоw,"отделять, отбирать, разнимать"
ситêптоw,"мешать, размешивать, помешивать, переворачивать (во время жарения)"
тāнтоw,натягивать основу при тканье
тāптоw,"топтать, уминать, вминать, всовывать"
тақтоw,"стучать, постукивать"
тāртоw,убирать нечистоты
тарδдоw,драться (преимущественно о собаках и др. животных)
тих̌тоw,драться (преимущественно о собаках и др. животных)
тарδентоw,"стравливать, натравливать"
тӣждоw,"тянуть, тащить"
тêптоw,перетирать (руками)
тебтоw,"срезать, нарезать, рубить"
тептоw,"срезать, нарезать, рубить"
теwдоw,"мешать, размешивать"
тêх̌тоw,"тесать, брить; стругать, чинить (карандаш)"
тêздоw,"цедить, процеживать"
тӣдоw,"идти, ехать"
тилāптоw,"просить, требовать, домогаться; звать"
тилӣптоw,"просить, требовать, домогаться; звать"
туфтоw,плевать
вӣдоw,"приносить, привозить, приводить"
видоw,быть
видêздоw,орошать
видӣwдоw,орошать
вӣстоw,"вязать, связывать, завертывать"
вирих̌тоw,"ломать, разбивать"
вирих̌тоw,"ломаться, разбиваться"
вирêдоw,находить
wӣфтоw,ткать
wарδу̊ӡдоw,очищать абрикосы от косточек (перед сушкой)
wарδӣвдоw,очищать абрикосы от косточек (перед сушкой)
wӣрвдоw,кипеть
wаштоw,размахивать руками
wӣх̌тоw,плевать
wāғдоw,"кричать, реветь"
wеδдоw,"класть, помещать, устанавливать, снимать (об одежде)"
wêрвдоw,кипятить
wêздоw,"заставлять плыть (лодку, корабль, лошадь, плот)"
wиδу̊здоw,щипать
wиδӣwдоw,щипать
wӣнтоw,видеть
wирӣвдоw,"вставать, стоять"
wиремтоw,"ставить на отдых (лошадь, осла, быка), оставлять стоять"
wирех̌тоw,"разрезать, распарывать"
wирӣwдоw,"расплетать, распарывать"
wиштоw,"мешать, размешивать, перемешивать, ворошить, переворачивать"
wих̌их̌тоw,"чесать, причесывать"
wих̌кӣвдоw,"перебирать, разбирать шерсть руками"
wих̌идоw,отпирать
wиздоw,"помещаться, умещаться"
wижӣвдоw,возвращаться
wизидоw,"гаснуть, угасать"
wижӣвдоw,возвращать
wизидоw,"гасить, тушить"
wзентоw,знать
wизентоw,знать
wиӡêртоw,разбрасывать навоз (по полю)
wиӡидоw,"освобождать, удалять, очищать"
wолтоw,"сидеть на яйцах, высиживать"
wêх̌тоw,падать
wуцтоw,"двигаться, шевелиться, качаться, колебаться, трястись"
wуздоw,"двигаться, шевелиться"
хāвдоw,"слезать, спускаться, сходить"
хāфстоw,"слезать, спускаться, сходить"
хӣдоw,есть
хӣстоw,молотить
х̌ӣвдоw,"бить, колотить, избивать"
хêртоw,"давать есть скоту, стравливать, скармливать"
х̌êwдоw,"саднить, чесаться (о глазах)"
х̌ичӣфтоw,"трескаться, лопаться, взрываться"
х̌ичих̌тоw,"резать, рубить"
х̌ицêдоw,"мерзнуть, замерзать"
х̌икафтоw,"расцветать, распускаться"
х̌икифтоw,"расцветать, распускаться"
х̌икуфтоw,"расцветать, распускаться"
х̌икӣдоw,искать
х̌идоw,слышать
х̌ипалтоw,блестеть
х̌ипирêздоw,"расщеплять, раскалывать (бревно)"
х̌êвдоw,спать
х̌êйдоw,"читать, учиться"
йатоw,"прибывать, приходить, приезжать"
йаттоw,"прибывать, приходить, приезжать"
йӣдоw,молоть
йêдоw,"нести, вести, везти, уносить, уводить, увозить, относить, отводить, отвозить"
жақтоw,"жать, выжимать, давить, сдавливать"
зақтоw,беспокоиться; скучать
жартоw,"трещать, потрескивать (о мясе, сале при жарении)"
зарwӣнтоw,"наматывать, свертывать, завертывать"
жӣвдоw,сучить нитки
жӣптоw,сучить нитки
зêх̌тоw,"брать, получать"
зêдоw,рождать (чаще о животных)
зибидоw,прыгать
зидӣдоw,подметать
зидих̌тоw,"рваться, ломаться"
зидих̌тоw,"рвать, разрывать"
зигêртоw,"выгонять, изгонять"
зӣдоw,убить (человека)
зинêдоw,мыть
зинêйдоw,"поскользнуться, скользить"
жирих̌тоw,"кусать, жалить"
зиwêстоw,вынимать
жӣwҷ чӣдоw,"полюбить; хотеть, стремиться"
жӣwҷдоw,"полюбить; хотеть, стремиться"
зийих̌тоw,"увядать, засыхать"
жêх̌тоw,бегать
θидоw,"гореть, зажигаться"
θêwдоw,"заставлять гореть, зажигать"
гāх̌тоw,обращаться (к кому-л); говорить (кому-л.)
гāх̌тоw,"разочароваться, отступиться, отвернуться от кого-л.; разувериться в ком-л."
тāптоw,"уминать, вминать; топтать, трамбовать, набивать"
чуктоw,"сталкиваться, стукаться, врезаться"
ҷуктоw,"сталкиваться, стукаться, врезаться"
зӣдоw,"покончить жизнь самоубийством, покончить с собой"
ких̌тоw,"резать, убивать, закалывать (животное), свежевать"
пирентоw,"рвать, истаскивать (платье, обувь)"
гарδентоw,опрокидывать
гарδентоw,превращать
тêптоw,крутить (веревки)
wиδу̊здоw,терзать
wиδӣwдоw,терзать
wиδу̊здоw,"обдирать, очищать от шелухи, кожуры (горох, орехи и т. д.)"
wиδӣwдоw,"обдирать, очищать от шелухи, кожуры (горох, орехи и т. д.)"
хāвдоw,спешиваться; останавливаться (в пути)
хāфстоw,спешиваться; останавливаться (в пути)
х̌êвдоw,"лежать, ложиться"
зêх̌тоw,"усвоить, выучить"
зиwêстоw,выгонять
сидоw,"делаться, становиться"
ситоw,"делаться, становиться"
ситтоw,"делаться, становиться"
δêдоw,"попасть, очутиться"
δêдоw,выпадать (об осадках)
дāмтоw,раздувать огонь
